,game_size,match_mode,party_size,player_assists,player_dbno,player_dist_ride,player_dist_walk,player_dmg,player_kills,player_survive_time,team_placement
66,37,tpp,2,0,2,3131.99243,2527.957000000001,487,4,2181.983,1
67,37,tpp,2,2,2,2320.16479,3132.213,422,2,2181.983,1
68,37,tpp,2,0,1,0.0,743.8507,94,1,551.698,28
69,37,tpp,2,0,0,0.0,773.959839,33,0,474.098,28
70,37,tpp,2,0,0,4078.597,3220.901,80,0,1606.694,8
71,37,tpp,2,0,2,3551.8886700000007,3390.261470000001,350,3,1659.703,8
72,37,tpp,2,1,0,1359.64771,2461.157,61,0,968.965,21
73,37,tpp,2,0,1,1383.5476099999996,2696.691,63,1,968.969,21
74,42,tpp,2,1,1,659.240967,1721.58,203,2,904.9,21
75,42,tpp,2,0,0,642.7572,1889.31848,0,0,905.055,21
76,42,tpp,2,0,0,2277.78564,2347.7307100000007,81,0,1352.823,10
77,42,tpp,2,0,0,2281.09668,2420.6438,99,1,1351.3370000000002,10
78,42,tpp,2,0,1,2652.30835,2374.72168,182,2,1092.272,18
79,42,tpp,2,1,0,2651.39771,2204.01416,101,1,1017.091,18
80,42,tpp,2,0,0,0.0,220.858765,103,0,193.418,38
81,42,tpp,2,0,1,0.0,236.40416,63,0,201.99400000000003,38
82,42,tpp,2,0,0,5891.52734,1362.50708,44,0,1210.468,12
83,42,tpp,2,0,0,3420.901610000001,70.29319,0,0,308.066,12
84,42,tpp,2,0,0,0.0,2554.21777,44,0,1153.8339999999996,15
85,42,tpp,2,0,0,0.0,2426.04834,90,1,1153.83,15
86,42,tpp,2,0,0,2759.32251,467.9161,0,0,327.032,31
87,42,tpp,2,0,0,3408.53125,361.898163,0,0,361.634,31
88,42,tpp,2,0,0,0.0,106.991241,60,0,137.595,36
89,42,tpp,2,0,0,0.0,260.362274,139,0,215.504,36
90,42,tpp,2,0,2,5049.5415,1254.5946,171,1,1112.022,17
91,42,tpp,2,1,0,5532.033,1008.91467,28,0,1112.018,17
92,42,tpp,2,0,0,0.0,116.733635,28,0,114.564,41
93,42,tpp,2,0,0,0.0,69.61520390000001,0,0,109.82,41
94,42,tpp,2,0,0,2771.51978,959.6527,0,0,592.815,14
95,42,tpp,2,0,0,6286.627,2187.56445,24,0,1172.156,14
96,42,tpp,2,0,1,440.622772,1504.64221,173,0,877.8489999999998,22
97,42,tpp,2,0,0,4.37397957,2662.14355,79,0,877.8539999999998,22
98,42,tpp,2,0,0,0.0,582.243164,0,0,828.747,32
99,42,tpp,2,0,0,0.0,98.74248,0,0,123.087,32
100,42,tpp,2,0,1,0.0,169.673462,116,1,210.24400000000003,35
101,42,tpp,2,1,0,0.0,156.22833300000005,79,0,239.295,35
102,42,tpp,2,0,1,5018.188,2345.1710000000007,205,2,1481.706,7
103,42,tpp,2,0,1,4430.64355,3082.4585,307,2,1511.434,7
104,42,tpp,2,0,0,0.0,254.51683,0,0,213.018,37
105,42,tpp,2,0,0,0.0,191.597855,61,0,181.645,37
106,42,tpp,2,0,2,3718.62939,1076.7323,462,2,910.447,20
107,42,tpp,2,0,2,3617.30615,1056.43176,224,3,835.5889999999998,20
108,42,tpp,2,0,0,0.0,153.609268,71,0,164.292,39
109,42,tpp,2,0,0,0.0,51.367054,10,0,118.39,39
110,42,tpp,2,0,2,0.0,50.04271,314,3,108.888,19
111,42,tpp,2,0,1,0.0,2007.986,403,4,944.534,19
112,42,tpp,2,0,1,4474.478,2405.00464,551,3,1892.275,4
113,42,tpp,2,0,4,4537.49,2723.42725,717,6,1892.279,4
114,42,tpp,2,0,0,0.0,0.0,0,0,789.7230000000002,42
115,42,tpp,2,0,1,5940.38672,3723.97949,231,3,1967.611,1
116,42,tpp,2,1,0,5249.20166,3517.9834,145,1,1967.611,1
117,42,tpp,2,2,2,4313.38525,2541.94238,255,3,1967.465,2
118,42,tpp,2,2,1,2340.462,4214.176,315,3,1967.471,2
119,42,tpp,2,0,0,994.657654,681.428345,44,1,648.58,27
120,42,tpp,2,1,2,994.4023,716.957642,270,1,653.266,27
121,42,tpp,2,0,0,0.0,374.5534,100,1,229.37,32
122,42,tpp,2,0,2,0.0,505.63266,299,3,346.76199999999994,32
123,42,tpp,2,0,1,0.0,509.607117,46,1,265.809,33
124,42,tpp,2,1,0,0.0,442.767029,82,0,265.807,33
125,42,tpp,2,0,0,0.0,3.8944726,0,0,790.7080000000002,39
126,42,tpp,2,0,0,0.0,45.8160248,0,0,89.945,42
127,42,tpp,2,0,0,0.0,23.4711552,0,0,89.94200000000002,42
128,42,tpp,2,0,2,1763.10767,1548.96155,171,2,1411.0379999999998,9
129,42,tpp,2,0,0,1759.54858,1693.56311,171,0,1411.0410000000004,9
130,42,tpp,2,0,0,3166.8474100000008,2484.05664,20,0,1141.859,16
131,42,tpp,2,0,0,2372.06885,2230.26123,18,0,1141.864,16
132,42,tpp,2,0,1,0.0,336.1623,99,1,266.26,30
133,42,tpp,2,0,0,0.0,560.5455,28,0,385.80300000000005,30
134,42,tpp,2,0,1,1196.89636,826.198,200,2,435.49300000000005,29
135,42,tpp,2,1,0,1422.4523900000004,657.5203,90,0,449.984,29
136,42,tpp,2,1,1,2455.95,1913.19092,287,2,1624.5870000000002,5
137,42,tpp,2,0,1,2386.67944,1733.49,93,2,1624.582,5
138,42,tpp,2,0,0,0.0,44.5884361,0,0,97.315,40
139,42,tpp,2,0,1,0.0,143.655945,100,1,117.172,40
140,42,tpp,2,0,0,3291.77222,2960.577,0,0,1281.74,11
141,42,tpp,2,0,0,3234.92,3159.89648,0,0,1281.745,11
142,42,tpp,2,0,0,0.0,267.801971,24,0,260.176,34
143,42,tpp,2,0,1,0.0,225.646851,187,0,260.178,34
144,42,tpp,2,1,0,0.809434533,3850.291,63,0,1419.2520000000004,8
145,42,tpp,2,0,0,1.230301,3880.43042,0,0,1387.429,8
146,42,tpp,2,0,0,0.0,795.2587,0,0,471.509,28
147,42,tpp,2,0,0,0.0,751.614746,0,0,471.512,28
148,42,tpp,2,0,1,1796.0642100000002,859.1481,96,1,669.0189999999999,26
149,42,tpp,2,0,0,0.0,0.0,0,0,791.732,26
150,42,tpp,2,2,1,7050.0107400000015,1932.81323,332,2,1964.995,3
151,42,tpp,2,0,3,6881.64,1822.42578,329,3,1905.614,3
152,42,tpp,2,2,1,1651.1344,1359.48218,148,1,1172.492,13
153,42,tpp,2,0,0,0.0,1054.2865,0,0,659.3489999999998,13
154,42,tpp,2,1,0,5623.69629,1513.09045,30,0,1532.934,6
155,42,tpp,2,0,2,5279.90332,1613.77112,357,5,1518.415,6
156,37,tpp,2,2,0,3185.81177,2835.24121,395,3,1873.689,1
157,37,tpp,2,0,3,3940.88379,2746.870360000001,414,4,1873.689,1
158,37,tpp,2,0,1,1458.43958,2617.17041,119,0,1535.031,8
159,37,tpp,2,0,1,790.975647,2481.24146,236,2,1475.292,8
160,37,tpp,2,0,1,0.0,177.1915,100,0,258.434,22
161,37,tpp,2,0,0,0.0,362.586243,0,0,496.037,22
162,37,tpp,2,1,0,2434.53271,1884.19958,108,2,1146.481,15
163,37,tpp,2,1,1,2431.719,1876.55737,221,2,1150.25,15
164,37,tpp,2,0,0,371.168671,1910.74219,0,0,855.255,18
165,37,tpp,2,0,0,0.0,1576.9519,0,0,863.808,18
166,37,tpp,2,0,0,0.0,568.0525,86,0,758.14,20
167,37,tpp,2,0,0,0.0,4446.62,0,0,1480.027,9
168,37,tpp,2,0,1,0.0,4636.03,173,2,1493.332,9
169,37,tpp,2,0,0,404.616364,392.337646,0,0,336.881,12
170,37,tpp,2,0,0,1114.53943,1729.42957,0,0,1182.289,12
171,37,tpp,2,2,0,0.0,1621.927,114,0,875.554,17
172,37,tpp,2,0,2,0.0,1448.86157,366,3,875.559,17
173,37,tpp,2,2,0,1091.10193,3451.331,211,1,1873.524,2
174,37,tpp,2,0,2,1093.50989,3305.347,260,2,1873.53,2
175,37,tpp,2,0,0,0.0,65.49654,9,0,143.201,16
176,37,tpp,2,0,1,0.0,1339.32593,213,2,1016.808,16
177,37,tpp,2,0,0,0.0,231.37324500000003,0,0,167.15,32
178,37,tpp,2,0,1,0.0,159.64793400000005,100,1,167.15400000000002,32
179,37,tpp,2,0,0,0.0,99.37661,0,0,163.31799999999996,29
180,37,tpp,2,0,1,0.0,75.80581,129,1,178.53599999999997,29
181,37,tpp,2,0,2,0.0,489.510773,300,2,613.817,21
182,37,tpp,2,0,1,0.0,514.650452,203,2,619.49,21
183,37,tpp,2,0,0,0.0,199.613556,52,0,284.9,26
184,37,tpp,2,0,0,0.0,278.32867400000003,0,0,239.814,26
185,37,tpp,2,0,0,0.0,46.3235321,0,0,104.958,36
186,37,tpp,2,0,0,0.0,41.914463,0,0,83.398,36
187,37,tpp,2,0,0,0.0,38.247,0,0,96.16,28
188,37,tpp,2,0,0,0.0,263.189,61,0,196.168,28
189,37,tpp,2,0,1,1321.678,2205.12622,335,2,1290.494,11
190,37,tpp,2,0,0,1284.145,2073.26147,83,1,1290.499,11
191,37,tpp,2,1,3,3686.153,3439.63525,399,3,1702.572,5
192,37,tpp,2,1,1,2898.13867,3396.765,349,4,1702.565,5
193,37,tpp,2,0,0,1860.12512,2526.40942,100,1,1766.5079999999996,3
194,37,tpp,2,0,1,2222.4841300000007,2408.196,221,2,1741.033,3
195,37,tpp,2,0,0,0.0,127.816376,40,0,274.894,27
196,37,tpp,2,0,0,0.0,113.565643,0,0,274.899,27
197,37,tpp,2,0,0,0.0,1310.68445,0,0,1167.037,23
198,37,tpp,2,0,0,0.0,158.099167,0,0,135.033,23
199,37,tpp,2,0,0,0.0,0.0,0,0,168.233,37
200,37,tpp,2,0,1,0.0,165.799652,100,0,198.067,25
201,37,tpp,2,0,0,0.0,304.551636,22,0,301.9190000000001,25
202,37,tpp,2,0,0,0.0,0.0,0,0,168.237,37
203,37,tpp,2,0,0,0.0,1656.763,100,1,1388.899,10
204,37,tpp,2,0,0,0.0,1532.14172,114,0,1388.904,10
205,37,tpp,2,0,0,0.0,73.06277,85,0,99.336,37
206,37,tpp,2,0,0,0.0,52.677944200000006,54,0,87.62700000000002,37
207,37,tpp,2,1,0,0.0,550.99115,28,0,402.882,24
208,37,tpp,2,0,0,0.0,564.0281,120,1,402.878,24
209,37,tpp,2,0,0,0.0,46.62062,0,0,160.171,33
210,37,tpp,2,0,2,1678.6781,2514.87817,343,3,1172.052,13
211,37,tpp,2,0,0,1613.904,2455.40869,178,1,1172.049,13
212,37,tpp,2,0,1,0.0,145.4951,100,1,152.453,28
213,37,tpp,2,1,0,0.0,159.520676,100,1,828.04,28
214,37,tpp,2,0,0,0.0,64.7885,91,0,119.942,35
215,37,tpp,2,0,0,0.0,67.42219,0,0,119.939,35
216,37,tpp,2,0,1,169.7592,2868.72363,114,2,1679.057,6
217,37,tpp,2,1,0,3.497232,3029.74414,135,0,1695.589,6
218,37,tpp,2,1,3,0.0,4071.39,461,4,1747.139,4
219,37,tpp,2,0,2,0.0,2822.429,278,3,859.2310000000001,4
220,37,tpp,2,0,0,2866.27881,4302.187,60,0,1573.17,7
221,37,tpp,2,0,0,2556.255,4224.63867,9,0,1571.307,7
222,37,tpp,2,0,1,0.0,26.68376,100,1,102.692,34
223,37,tpp,2,0,1,0.0,158.095932,83,0,136.976,34
224,37,tpp,2,0,2,0.0,427.599335,283,3,477.156,23
225,48,tpp,2,0,0,3010.75,1648.76123,0,0,695.571,22
226,48,tpp,2,0,0,3831.80127,1580.41614,0,0,697.002,22
227,48,tpp,2,1,2,3433.68,1697.98877,259,3,1701.631,6
228,48,tpp,2,0,3,2888.15649,2073.20386,320,1,1701.628,6
229,48,tpp,2,1,1,4149.13574,1982.668,531,1,1459.802,12
230,48,tpp,2,0,0,5323.397,1727.81628,186,1,1454.296,12
231,48,tpp,2,0,0,0.0,1024.7023900000004,18,0,795.518,21
232,48,tpp,2,0,0,0.0,1452.322,0,0,875.4889999999998,21
233,48,tpp,2,0,0,872.5879,2512.2966300000007,111,0,1517.55,8
234,48,tpp,2,0,1,1156.54919,2890.864,198,0,1517.552,8
235,48,tpp,2,0,0,2302.8642600000007,1563.2489,33,0,1103.535,16
236,48,tpp,2,0,2,6258.92041,1287.78333,299,1,1103.532,16
237,48,tpp,2,0,0,5467.25635,1955.10791,98,0,1323.533,13
238,48,tpp,2,0,0,5449.826,1818.66467,30,0,1323.529,13
239,48,tpp,2,0,0,0.0,55.4298058,0,0,160.814,46
240,48,tpp,2,0,0,0.0,18.8916225,94,0,123.821,46
241,48,tpp,2,0,0,1702.33716,965.386536,50,0,648.742,23
242,48,tpp,2,0,0,1168.13354,951.134155,124,1,648.738,23
243,48,tpp,2,0,0,0.0,79.81005,0,0,149.778,42
244,48,tpp,2,0,0,0.0,133.538528,67,0,199.607,42
245,48,tpp,2,1,2,0.0,764.4841,97,2,505.192,26
246,48,tpp,2,0,1,0.0,552.585144,293,2,523.149,26
247,48,tpp,2,0,0,4432.844,1850.68188,41,1,1315.1429999999998,4
248,48,tpp,2,1,1,3986.52759,2246.6748,306,0,1754.5120000000004,4
249,48,tpp,2,0,0,0.0,745.660645,0,0,320.573,34
250,48,tpp,2,0,0,0.0,773.707947,21,0,320.575,34
251,48,tpp,2,0,2,3014.421,4091.566,259,3,1768.599,3
252,48,tpp,2,0,0,2853.27246,3584.87085,13,0,1494.819,3
253,48,tpp,2,0,0,0.0,304.9868160000001,0,0,279.728,36
254,48,tpp,2,0,0,0.0,235.1908,23,0,296.61,36
255,48,tpp,2,0,1,2933.01318,1621.485,241,3,1747.656,5
256,48,tpp,2,0,0,3611.73779,1749.96375,52,0,1747.651,5
257,48,tpp,2,0,0,0.0,72.68883509999998,45,0,153.332,33
258,48,tpp,2,0,1,0.0,258.528839,278,3,332.967,33
259,48,tpp,2,0,0,0.0,0.0,0,0,164.49,32
260,48,tpp,2,0,1,0.0,459.59137,199,2,1061.735,32
261,48,tpp,2,0,0,2024.44019,1168.99866,0,0,663.202,7
262,48,tpp,2,0,4,6109.55127,1436.62842,495,6,1642.681,7
263,48,tpp,2,0,0,0.0,341.239227,0,0,212.38,41
264,48,tpp,2,0,1,0.0,81.56938000000002,75,1,166.09799999999996,41
265,48,tpp,2,0,0,0.0,107.373421,79,0,164.602,45
266,48,tpp,2,0,0,0.0,121.47509,19,0,152.64600000000004,45
267,48,tpp,2,0,2,322.886169,1410.84277,178,2,904.955,20
268,48,tpp,2,1,0,0.0,1646.02344,107,1,904.952,20
269,48,tpp,2,0,0,0.0,576.872559,0,0,379.822,32
270,48,tpp,2,0,0,0.0,743.6893,25,0,379.861,32
271,48,tpp,2,0,0,0.0,25.86272,0,0,124.459,47
272,48,tpp,2,0,0,0.0,166.575958,0,0,149.836,47
273,48,tpp,2,0,0,0.0,159.85426299999997,0,0,192.308,37
274,48,tpp,2,0,1,0.0,643.0213620000002,200,2,291.721,37
275,48,tpp,2,0,1,4712.23242,2275.04272,354,3,1473.859,11
276,48,tpp,2,1,0,2592.08765,3464.8076200000005,22,0,1485.521,11
277,48,tpp,2,0,0,0.0,226.386917,110,0,385.557,31
278,48,tpp,2,0,1,0.0,169.043381,243,1,385.555,31
279,48,tpp,2,0,1,3083.15137,1750.87537,251,2,1491.9520000000002,9
280,48,tpp,2,0,2,3016.23438,2113.936,297,4,1491.955,9
281,48,tpp,2,0,0,0.0,429.9955,55,0,319.822,18
282,48,tpp,2,0,1,3062.85962,2689.41626,217,1,1055.125,18
283,48,tpp,2,0,2,0.0,384.521759,221,2,435.122,30
284,48,tpp,2,0,0,0.0,10.0521259,0,0,108.685,30
285,48,tpp,2,0,0,2074.86963,1678.1416,0,0,1018.656,19
286,48,tpp,2,0,0,2105.4082,895.2416,209,1,1018.658,19
287,48,tpp,2,0,0,0.0,195.048523,144,1,177.421,44
288,48,tpp,2,0,0,0.0,46.1657028,0,0,166.87099999999995,44
289,48,tpp,2,0,2,0.0,273.0916,200,0,305.775,35
290,48,tpp,2,1,0,0.0,148.218124,8,0,247.997,40
291,48,tpp,2,0,0,0.0,191.3679,136,1,247.993,40
292,48,tpp,2,2,1,47.17135620000001,5146.351,405,2,1826.289,1
293,48,tpp,2,0,2,0.0,4895.209,535,7,1826.289,1
294,48,tpp,2,0,0,0.0,131.453766,0,0,194.308,43
295,48,tpp,2,0,1,0.0,235.4807,100,1,194.311,43
296,48,tpp,2,1,1,0.0,2996.50122,455,3,1487.524,10
297,48,tpp,2,0,0,0.0,2707.48853,234,1,1448.546,10
298,48,tpp,2,0,0,2799.1620000000007,2061.613,195,2,1826.146,2
299,48,tpp,2,2,1,3485.85229,2583.211,274,1,1826.148,2
300,48,tpp,2,0,0,969.378,191.981918,154,1,227.415,39
301,48,tpp,2,0,0,837.5444,309.407684,0,0,282.942,39
302,48,tpp,2,0,0,0.0,311.7439,0,0,463.649,27
303,48,tpp,2,0,0,0.879026055,279.981934,81,0,463.645,27
304,48,tpp,2,0,0,1809.3125,3402.72314,26,0,1307.796,14
305,48,tpp,2,0,0,0.0,817.0007320000002,0,0,369.891,14
306,48,tpp,2,0,3,0.0,297.011841,428,2,454.693,28
307,48,tpp,2,0,0,0.0,207.368362,0,0,192.878,28
308,48,tpp,2,0,1,1970.703,954.9163,164,2,529.77,25
309,48,tpp,2,0,0,0.0,60.39359279999999,0,0,173.67700000000005,25
310,48,tpp,2,0,0,0.0,24.85219,0,0,114.417,48
311,48,tpp,2,0,0,0.0,983.0847,205,2,1163.44,15
312,48,tpp,2,0,2,0.0,237.9963,200,2,301.932,15
313,48,tpp,2,0,0,0.0,251.038559,75,0,285.903,38
314,48,tpp,2,0,1,0.0,226.088028,200,2,285.9,38
315,48,tpp,2,0,1,1113.75122,1421.86487,109,0,599.961,24
316,48,tpp,2,0,0,1120.45544,1372.77563,9,0,599.9630000000002,24
317,48,tpp,2,0,1,1509.6,708.2317,38,0,435.806,29
318,48,tpp,2,0,0,1.7260226000000003,2075.74634,87,0,437.22,29
319,24,tpp,4,3,6,6717.846,2822.98462,1116,9,1767.0870000000002,1
320,24,tpp,4,1,7,5149.789000000002,2578.48535,1059,9,1767.0870000000002,1
321,24,tpp,4,3,0,4.18951654,1955.2674600000007,201,0,1767.0870000000002,1
322,24,tpp,4,1,0,0.0,2610.36841,54,0,905.129,10
323,24,tpp,4,0,2,0.0,3058.31,178,2,905.125,10
324,24,tpp,4,0,0,0.0,9.204958,0,0,124.769,10
325,24,tpp,4,0,1,0.0,2932.24585,71,2,905.121,10
326,24,tpp,4,1,0,0.0,5.048468,37,0,97.515,24
327,24,tpp,4,0,1,0.0,97.5634155,122,1,129.642,24
328,24,tpp,4,0,0,0.0,12.9169436,9,0,91.23,24
329,24,tpp,4,1,4,3212.7793,2151.378,430,3,1379.618,7
330,24,tpp,4,0,0,0.0,777.455933,0,0,570.252,7
331,24,tpp,4,1,0,3963.4187,1507.27979,33,1,1379.6129999999996,7
332,24,tpp,4,2,0,0.0,864.5304570000002,95,0,576.859,7
333,24,tpp,4,0,2,0.0,650.5643,519,6,344.131,15
334,24,tpp,4,1,3,0.0,723.8412480000002,316,2,487.614,15
335,24,tpp,4,0,0,0.0,45.2031631,0,0,149.075,15
336,24,tpp,4,0,1,0.0,597.373962,125,1,420.269,15
337,24,tpp,4,0,1,0.0,172.49539199999995,128,1,231.293,18
338,24,tpp,4,0,0,0.0,41.3232727,48,0,111.043,18
339,24,tpp,4,0,0,0.0,53.96466450000001,0,0,126.475,18
340,24,tpp,4,0,0,0.0,55.29986,0,0,414.455,16
341,24,tpp,4,1,0,0.0,94.96756,58,0,216.629,16
342,24,tpp,4,0,2,0.0,214.650482,165,2,422.643,16
343,24,tpp,4,0,0,0.0,165.60144,0,0,276.53,16
344,24,tpp,4,0,0,0.0,2829.28687,20,0,1573.808,3
345,24,tpp,4,0,0,0.0,778.238647,0,0,916.878,3
346,24,tpp,4,0,2,0.0,2904.86743,135,1,1725.285,3
347,24,tpp,4,1,0,0.0,4312.90771,104,1,1725.281,3
348,24,tpp,4,0,0,0.0,431.852539,0,0,536.918,13
349,24,tpp,4,0,2,0.0,781.7394,197,2,579.619,13
350,24,tpp,4,0,0,0.0,268.5225,52,0,325.574,13
351,24,tpp,4,0,0,0.0,47.08241,0,0,200.132,13
352,24,tpp,4,0,0,0.0,29.7570744,0,0,131.101,17
353,24,tpp,4,0,0,0.0,568.4983,0,0,271.615,17
354,24,tpp,4,0,0,0.0,431.36087,0,0,267.731,17
355,24,tpp,4,0,0,0.0,615.3822,58,0,302.18,17
356,24,tpp,4,0,0,1032.57263,2881.92822,39,0,1254.983,8
357,24,tpp,4,0,1,1382.12219,2664.7966300000007,72,0,1238.702,8
358,24,tpp,4,0,2,1122.50818,2895.9724100000008,390,0,1272.756,8
359,24,tpp,4,0,1,2316.31665,2841.56,22,0,1272.753,8
360,24,tpp,4,0,0,0.0,11.5137072,0,0,168.366,22
361,24,tpp,4,0,1,0.0,31.9973984,175,1,156.886,22
362,24,tpp,4,0,0,0.0,61.8856,0,0,109.239,22
363,24,tpp,4,0,2,3218.72583,889.9777,179,1,393.235,12
364,24,tpp,4,0,0,4963.553,358.734283,7,0,485.193,12
365,24,tpp,4,0,0,3992.932,202.049164,11,0,452.576,12
366,24,tpp,4,0,0,1944.87683,1209.201,1,0,753.441,12
367,24,tpp,4,0,1,0.0,218.8409,88,0,224.189,11
368,24,tpp,4,0,0,240.899475,1721.0043899999996,0,0,860.784,11
369,24,tpp,4,0,0,238.861755,1654.97412,0,0,860.778,11
370,24,tpp,4,0,0,2646.44,467.710541,8,0,388.049,11
371,24,tpp,4,0,0,1402.75073,619.3042,10,0,1073.863,10
372,24,tpp,4,0,0,1323.2720000000004,729.4772,0,0,537.577,10
373,24,tpp,4,0,0,1434.94128,609.2179570000002,53,0,514.84,10
374,24,tpp,4,0,0,1230.02966,500.1385,0,0,488.994,10
375,24,tpp,4,1,1,0.0,225.305954,175,1,226.948,14
376,24,tpp,4,0,2,0.0,410.236938,224,2,546.184,14
377,24,tpp,4,1,1,0.0,536.412842,100,0,546.181,14
378,24,tpp,4,0,1,0.0,383.686646,56,1,420.4,14
379,24,tpp,4,0,1,0.0,86.74006999999997,100,1,159.143,22
380,24,tpp,4,0,0,0.0,17.838468600000006,0,0,117.845,22
381,24,tpp,4,0,0,0.0,87.05555,45,0,129.031,22
382,24,tpp,4,0,0,0.0,671.3899,0,0,398.855,4
383,24,tpp,4,1,4,4967.749,1799.90027,344,3,1686.689,4
384,24,tpp,4,0,1,5194.445,1971.46838,142,1,1686.686,4
385,24,tpp,4,2,0,6234.761,1619.87219,168,1,1688.669,4
386,24,tpp,4,1,2,2762.414,3014.18457,129,2,1766.942,2
387,24,tpp,4,3,0,2410.26855,2787.97461,176,0,1761.981,2
388,24,tpp,4,1,1,2718.57275,2480.80664,200,1,1766.954,2
389,24,tpp,4,0,2,1927.44714,3592.56836,111,2,1766.948,2
390,24,tpp,4,0,2,4031.10718,2716.37183,119,0,1665.9620000000002,5
391,24,tpp,4,1,1,4142.785,3595.74878,565,3,1655.828,5
